Admit Source;Admit Type;Appt Start Time;Care Score;Check-In Time;Clinic Name;Department;Diagnosis Primary;Discharge Datetime new;Encounter Number;Encounter Status;Number of Records;Wait Time Min
Banking;Elective;17/04/2020 9:55;6;17/04/2020 9:55;CitiBank Colombia;Fixed Deposit;;;STA-200417-008732;Day Surg Discharged;1;32
Deposit Account;Elective;17/04/2020 9:45;4;17/04/2020 9:45;CitiBank Colombia;Fixed Deposit;;;STA-200417-008569;Day Surg Discharged;1;49
Loans;Emergency;17/04/2020 9:34;2;17/04/2020 9:34;CitiBank Colombia;Current Account;;;STA-200417-008337;ED Discharged;1;84
Investment;Elective;17/04/2020 9:31;2;17/04/2020 9:31;CitiBank Colombia;Debit Card;;;STA-200417-008276;Day Surg Discharged;1;73
Cards;Elective;17/04/2020 9:24;3;17/04/2020 9:24;CitiBank Colombia;Debit Card;;;STA-200417-008162;Day Surg Discharged;1;119
Banking;Emergency;17/04/2020 9:15;3;17/04/2020 9:15;CitiBank Colombia;Current Account;;;STA-200417-008026;ED Discharged;1;68
Deposit Account;Elective;17/04/2020 9:14;3;17/04/2020 9:14;CitiBank Colombia;Debit Card;;;STA-200417-008004;Discharged;1;38
Loans;Elective;17/04/2020 9:13;4;17/04/2020 9:13;CitiBank Colombia;Debit Card;;;STA-200417-007983;Discharged;1;69
Investment;Elective;17/04/2020 8:36;3;17/04/2020 8:36;CitiBank Colombia;Mobile Banking;;;STA-200417-007349;Day Surg Discharged;1;69
Cards;Elective;17/04/2020 8:10;3;17/04/2020 8:10;CitiBank Colombia;Mobile Banking;;;STA-200417-006970;Day Surg Discharged;1;88
Banking;Elective;17/04/2020 7:59;3;17/04/2020 7:59;CitiBank Colombia;Fixed Deposit;;;STA-200417-006827;Day Surg Discharged;1;92
Deposit Account;Elective;17/04/2020 7:47;2;17/04/2020 7:47;CitiBank Colombia;Fixed Deposit;;;STA-200417-006676;Day Surg Discharged;1;102
Loans;Elective;17/04/2020 7:38;6;17/04/2020 7:38;CitiBank Colombia;Credit Card;;;STA-200417-006555;Discharged;1;16
Investment;Elective;17/04/2020 3:48;6;17/04/2020 3:48;CitiBank Colombia;Credit Card;;;STA-200417-002880;Discharged;1;64
Cards;Elective;17/04/2020 1:39;6;17/04/2020 1:39;CitiBank Colombia;Debit Card;;;STA-200417-000956;Day Surg Discharged;1;33
Banking;Elective;17/04/2020 0:33;3;17/04/2020 0:33;CitiBank Colombia;Debit Card;;;STA-200417-000402;Day Surg Discharged;1;116
Deposit Account;Elective;17/04/2020 0:13;2;17/04/2020 0:13;CitiBank Colombia;Fixed Deposit;;;STA-200417-000119;Discharged;1;114
Loans;Elective;17/04/2020 0:08;2;17/04/2020 0:08;CitiBank Colombia;Fixed Deposit;;;STA-200417-000085;Discharged;1;134
Investment;Elective;17/04/2020 0:06;3;17/04/2020 0:06;CitiBank Colombia;Balance Enquiry;;;STA-200417-000072;Day Surg Discharged;1;32
Cards;Elective;16/04/2020 23:48;3;16/04/2020 23:48;CitiBank Colombia;Balance Enquiry;;;STA-200416-017565;Day Surg Discharged;1;50
Banking;Emergency;16/04/2020 22:42;3;16/04/2020 22:42;CitiBank Colombia;Current Account;;;STA-200416-016845;ED Discharged;1;7
Deposit Account;Elective;16/04/2020 22:41;6;16/04/2020 22:41;CitiBank Colombia;Debit Card;;;STA-200416-016837;Day Surg Discharged;1;35
Loans;Elective;16/04/2020 22:33;3;16/04/2020 22:33;CitiBank Colombia;Debit Card;;;STA-200416-016764;Day Surg Discharged;1;85
Investment;Emergency;16/04/2020 22:12;2;16/04/2020 22:12;CitiBank Colombia;Current Account;;;STA-200416-016576;ED Discharged;1;74
Cards;Elective;16/04/2020 21:53;2;16/04/2020 21:53;CitiBank Colombia;Savings Account;;;STA-200416-016408;Day Surg Discharged;1;98
Banking;Elective;16/04/2020 21:05;3;16/04/2020 21:05;CitiBank Colombia;Savings Account;;;STA-200416-016057;Day Surg Discharged;1;116
Deposit Account;Elective;16/04/2020 20:44;4;16/04/2020 20:44;CitiBank Colombia;Mobile Banking;;;STA-200416-015958;Day Surg Discharged;1;29
Loans;Elective;16/04/2020 20:31;3;16/04/2020 20:31;CitiBank Colombia;Mobile Banking;;;STA-200416-015902;Day Surg Discharged;1;30
Investment;Elective;16/04/2020 20:20;2;16/04/2020 20:20;CitiBank Colombia;Mobile Banking;;;STA-200416-015864;OBS Discharged;1;98
Cards;Elective;16/04/2020 19:54;3;16/04/2020 19:54;CitiBank Colombia;Mobile Banking;;;STA-200416-015774;OBS Discharged;1;98
Banking;Elective;16/04/2020 19:48;2;16/04/2020 19:48;CitiBank Colombia;Mobile Banking;;;STA-200416-015742;OBS Discharged;1;120
Deposit Account;Emergency;16/04/2020 19:46;2;16/04/2020 19:46;CitiBank Colombia;Current Account;;;STA-200416-015733;ED Discharged;1;107
Loans;Emergency;16/04/2020 19:45;2;16/04/2020 19:45;CitiBank Colombia;Current Account;;;STA-200416-015728;ED Discharged;1;115
Investment;Emergency;16/04/2020 19:31;6;16/04/2020 19:31;CitiBank Colombia;Current Account;;;STA-200416-015667;ED Discharged;1;38
Cards;Emergency;16/04/2020 19:18;2;16/04/2020 19:18;CitiBank Colombia;Current Account;;;STA-200416-015605;ED Discharged;1;87
Banking;Emergency;16/04/2020 19:09;3;16/04/2020 19:09;CitiBank Colombia;Current Account;;;STA-200416-015571;ED Discharged;1;44
Deposit Account;Elective;16/04/2020 19:09;2;16/04/2020 19:09;CitiBank Colombia;Mobile Banking;;;STA-200416-015570;Discharged;1;102
Loans;Elective;16/04/2020 19:03;3;16/04/2020 19:03;CitiBank Colombia;Mobile Banking;;;STA-200416-015543;Discharged;1;106
Investment;Emergency;16/04/2020 19:01;2;16/04/2020 19:01;CitiBank Colombia;Current Account;;;STA-200416-015527;ED Discharged;1;89
Cards;Emergency;16/04/2020 18:58;3;16/04/2020 18:58;CitiBank Colombia;Current Account;;;STA-200416-015500;ED Discharged;1;128
Banking;Emergency;16/04/2020 18:55;2;16/04/2020 18:55;CitiBank Colombia;Current Account;;;STA-200416-015486;ED Discharged;1;143
Deposit Account;Emergency;16/04/2020 18:54;2;16/04/2020 18:54;CitiBank Colombia;Current Account;;;STA-200416-015485;Discharged;1;110
Loans;Emergency;16/04/2020 18:53;4;16/04/2020 18:53;CitiBank Colombia;Current Account;;;STA-200416-015474;ED Discharged;1;63
Investment;Emergency;16/04/2020 18:51;3;16/04/2020 18:51;CitiBank Colombia;Current Account;;;STA-200416-015465;ED Discharged;1;30
Cards;Elective;16/04/2020 18:49;3;16/04/2020 18:49;CitiBank Colombia;Balance Enquiry;;;STA-200416-015451;Day Surg Discharged;1;32
Banking;Elective;16/04/2020 18:47;2;16/04/2020 18:47;CitiBank Colombia;Balance Enquiry;;;STA-200416-015440;Day Surg Discharged;1;99
Deposit Account;Emergency;16/04/2020 18:44;2;16/04/2020 18:44;CitiBank Colombia;Current Account;;;STA-200416-015420;ED Discharged;1;129
Loans;Emergency;16/04/2020 18:41;4;16/04/2020 18:41;CitiBank Colombia;Current Account;;;STA-200416-015409;ED Discharged;1;48
Investment;Emergency;16/04/2020 18:33;2;16/04/2020 18:33;CitiBank Colombia;Current Account;;;STA-200416-015363;ED Discharged;1;114
Cards;Emergency;16/04/2020 18:20;4;16/04/2020 18:20;CitiBank Colombia;Current Account;;;STA-200416-015298;ED Discharged;1;18
Banking;Emergency;16/04/2020 18:12;2;16/04/2020 18:12;CitiBank Colombia;Current Account;;;STA-200416-015265;ED Discharged;1;142
Deposit Account;Emergency;16/04/2020 18:11;3;16/04/2020 18:11;CitiBank Colombia;Current Account;;;STA-200416-015256;ED Discharged;1;6
Loans;Emergency;16/04/2020 18:03;3;16/04/2020 18:03;CitiBank Colombia;Current Account;;;STA-200416-015217;ED Discharged;1;79
Investment;Emergency;16/04/2020 17:51;6;16/04/2020 17:51;CitiBank Colombia;Current Account;;;STA-200416-015114;ED Discharged;1;13
Cards;Emergency;16/04/2020 17:48;3;16/04/2020 17:48;CitiBank Colombia;Current Account;;;STA-200416-015087;ED Discharged;1;44
Banking;Emergency;16/04/2020 17:45;6;16/04/2020 17:45;CitiBank Colombia;Current Account;;;STA-200416-015067;ED Discharged;1;29
Deposit Account;Emergency;16/04/2020 17:39;3;16/04/2020 17:39;CitiBank Colombia;Current Account;;;STA-200416-015036;ED Discharged;1;76
Loans;Emergency;16/04/2020 17:36;2;16/04/2020 17:36;CitiBank Colombia;Current Account;;;STA-200416-015020;ED Discharged;1;97
Investment;Emergency;16/04/2020 17:30;3;16/04/2020 17:30;CitiBank Colombia;Current Account;;;STA-200416-014982;ED Discharged;1;115
Cards;Emergency;16/04/2020 17:29;2;16/04/2020 17:29;CitiBank Colombia;Current Account;;;STA-200416-014970;Discharged;1;81
Banking;Emergency;16/04/2020 17:27;3;16/04/2020 17:27;CitiBank Colombia;Current Account;;;STA-200416-014955;ED Discharged;1;138
Deposit Account;Emergency;16/04/2020 17:18;3;16/04/2020 17:18;CitiBank Colombia;Current Account;;;STA-200416-014888;Discharged;1;11
Loans;Emergency;16/04/2020 17:15;6;16/04/2020 17:15;CitiBank Colombia;Current Account;;;STA-200416-014868;ED Discharged;1;49
Investment;Emergency;16/04/2020 17:10;3;16/04/2020 17:10;CitiBank Colombia;Current Account;;;STA-200416-014835;Discharged;1;108
Cards;Emergency;16/04/2020 16:50;3;16/04/2020 16:50;CitiBank Colombia;Current Account;;;STA-200416-014646;ED Discharged;1;122
Banking;Emergency;16/04/2020 16:49;3;16/04/2020 16:49;CitiBank Colombia;Current Account;;;STA-200416-014625;ED Discharged;1;29
Deposit Account;Emergency;16/04/2020 16:45;3;16/04/2020 16:45;CitiBank Colombia;Current Account;;;STA-200416-014599;ED Discharged;1;77
Loans;Emergency;16/04/2020 16:41;2;16/04/2020 16:41;CitiBank Colombia;Current Account;;;STA-200416-014560;ED Discharged;1;138
Investment;Emergency;16/04/2020 16:41;2;16/04/2020 16:41;CitiBank Colombia;Current Account;;;STA-200416-014559;ED Discharged;1;138
Cards;Emergency;16/04/2020 16:40;3;16/04/2020 16:40;CitiBank Colombia;Current Account;;;STA-200416-014537;ED Discharged;1;28
Banking;Emergency;16/04/2020 16:29;6;16/04/2020 16:29;CitiBank Colombia;Current Account;;;STA-200416-014433;ED Discharged;1;58
Deposit Account;Emergency;16/04/2020 16:16;2;16/04/2020 16:16;CitiBank Colombia;Current Account;;;STA-200416-014322;ED Discharged;1;111
Loans;Emergency;16/04/2020 16:15;2;16/04/2020 16:15;CitiBank Colombia;Current Account;;;STA-200416-014311;ED Discharged;1;106
Investment;Emergency;16/04/2020 16:12;3;16/04/2020 16:12;CitiBank Colombia;Current Account;;;STA-200416-014280;ED Discharged;1;107
Cards;Emergency;16/04/2020 16:11;3;16/04/2020 16:11;CitiBank Colombia;Current Account;;;STA-200416-014269;Discharged;1;101
Banking;Emergency;16/04/2020 16:10;3;16/04/2020 16:10;CitiBank Colombia;Current Account;;;STA-200416-014266;ED Discharged;1;139
Deposit Account;Emergency;16/04/2020 16:09;6;16/04/2020 16:09;CitiBank Colombia;Current Account;;;STA-200416-014264;ED Discharged;1;53
Loans;Emergency;16/04/2020 16:01;3;16/04/2020 16:01;CitiBank Colombia;Current Account;;;STA-200416-014190;ED Discharged;1;141
Investment;Emergency;16/04/2020 15:50;3;16/04/2020 15:50;CitiBank Colombia;Current Account;;;STA-200416-014092;ED Discharged;1;13
Cards;Emergency;16/04/2020 15:47;3;16/04/2020 15:47;CitiBank Colombia;Current Account;;;STA-200416-014067;ED Discharged;1;121
Banking;Emergency;16/04/2020 15:44;3;16/04/2020 15:44;CitiBank Colombia;Current Account;;;STA-200416-014036;ED Discharged;1;33
Deposit Account;Emergency;16/04/2020 15:40;3;16/04/2020 15:40;CitiBank Colombia;Current Account;;;STA-200416-013999;ED Discharged;1;5
Loans;Emergency;16/04/2020 15:40;2;16/04/2020 15:40;CitiBank Colombia;Current Account;;;STA-200416-013997;ED Discharged;1;97
Investment;Emergency;16/04/2020 15:29;4;16/04/2020 15:29;CitiBank Colombia;Current Account;;;STA-200416-013892;ED Discharged;1;28
Cards;Emergency;16/04/2020 15:14;3;16/04/2020 15:14;CitiBank Colombia;Current Account;;;STA-200416-013771;ED Discharged;1;57
Banking;Emergency;16/04/2020 15:14;4;16/04/2020 15:14;CitiBank Colombia;Current Account;;;STA-200416-013767;ED Discharged;1;3
Deposit Account;Emergency;16/04/2020 15:13;2;16/04/2020 15:13;CitiBank Colombia;Current Account;;;STA-200416-013753;ED Discharged;1;103
Loans;Emergency;16/04/2020 14:22;2;16/04/2020 14:22;CitiBank Colombia;Current Account;;;STA-200416-013221;Discharged;1;109
Investment;Emergency;16/04/2020 14:09;2;16/04/2020 14:09;CitiBank Colombia;Current Account;;;STA-200416-013095;ED Discharged;1;122
Cards;Emergency;16/04/2020 14:05;3;16/04/2020 14:05;CitiBank Colombia;Current Account;;;STA-200416-013042;ED Discharged;1;124
Banking;Emergency;16/04/2020 14:03;6;16/04/2020 14:03;CitiBank Colombia;Current Account;;;STA-200416-013013;ED Discharged;1;51
Deposit Account;Emergency;16/04/2020 13:54;3;16/04/2020 13:54;CitiBank Colombia;Current Account;;;STA-200416-012912;ED Discharged;1;56
Loans;Emergency;16/04/2020 13:48;3;16/04/2020 13:48;CitiBank Colombia;Current Account;;;STA-200416-012858;ED Discharged;1;58
Investment;Emergency;16/04/2020 13:46;3;16/04/2020 13:46;CitiBank Colombia;Current Account;;;STA-200416-012837;ED Discharged;1;130
Cards;Emergency;16/04/2020 13:32;2;16/04/2020 13:32;CitiBank Colombia;Current Account;;;STA-200416-012675;ED Discharged;1;119
Banking;Emergency;16/04/2020 13:29;2;16/04/2020 13:29;CitiBank Colombia;Current Account;;;STA-200416-012653;ED Discharged;1;80
Deposit Account;Emergency;16/04/2020 13:00;3;16/04/2020 13:00;CitiBank Colombia;Current Account;;;STA-200416-012326;ED Discharged;1;141
Loans;Emergency;16/04/2020 13:00;3;16/04/2020 13:00;CitiBank Colombia;Current Account;;;STA-200416-012312;ED Discharged;1;132
Investment;Emergency;16/04/2020 12:59;3;16/04/2020 12:59;CitiBank Colombia;Current Account;;;STA-200416-012301;ED Discharged;1;82
Cards;Emergency;16/04/2020 12:58;2;16/04/2020 12:58;CitiBank Colombia;Current Account;;;STA-200416-012284;ED Discharged;1;120
Banking;Urgent;16/04/2020 12:50;2;16/04/2020 12:50;CitiBank Colombia;Net Banking;;;STA-200416-012204;Inpatient Discharged;1;59
Deposit Account;Urgent;16/04/2020 12:48;2;16/04/2020 12:48;CitiBank Colombia;Net Banking;;;STA-200416-012181;Inpatient Discharged;1;104
Loans;Emergency;16/04/2020 12:48;2;16/04/2020 12:48;CitiBank Colombia;Savings Account;;;STA-200416-012178;Inpatient Discharged;1;86
Investment;Emergency;16/04/2020 12:43;2;16/04/2020 12:43;CitiBank Colombia;Savings Account;;;STA-200416-012134;Inpatient Discharged;1;121
Cards;Emergency;16/04/2020 12:35;2;16/04/2020 12:35;CitiBank Colombia;Savings Account;;;STA-200416-012043;Inpatient Discharged;1;142
Banking;Emergency;16/04/2020 12:34;3;16/04/2020 12:34;CitiBank Colombia;Balance Enquiry;;;STA-200416-012025;Inpatient Discharged;1;4
Deposit Account;Emergency;16/04/2020 12:25;4;16/04/2020 12:25;CitiBank Colombia;Balance Enquiry;;;STA-200416-011893;Inpatient Discharged;1;79
Loans;Urgent;16/04/2020 12:19;6;16/04/2020 12:19;CitiBank Colombia;Mobile Banking;;;STA-200416-011810;Inpatient Discharged;1;20
Investment;Urgent;16/04/2020 12:18;4;16/04/2020 12:18;CitiBank Colombia;Mobile Banking;;;STA-200416-011797;Inpatient Discharged;1;87
Cards;Urgent;16/04/2020 12:15;4;16/04/2020 12:15;CitiBank Colombia;Balance Enquiry;;;STA-200416-011774;Inpatient Discharged;1;30
Banking;Urgent;16/04/2020 12:15;4;16/04/2020 12:15;CitiBank Colombia;Balance Enquiry;;;STA-200416-011772;Inpatient Discharged;1;48
Deposit Account;Urgent;16/04/2020 12:06;3;16/04/2020 12:06;CitiBank Colombia;Balance Enquiry;;;STA-200416-011636;Inpatient Discharged;1;59
Loans;Urgent;16/04/2020 12:04;2;16/04/2020 12:04;CitiBank Colombia;Balance Enquiry;;;STA-200416-011588;Inpatient Discharged;1;83
Investment;Urgent;16/04/2020 12:04;4;16/04/2020 12:04;CitiBank Colombia;Balance Enquiry;;;STA-200416-011585;Inpatient Discharged;1;105
Cards;Urgent;16/04/2020 12:03;4;16/04/2020 12:03;CitiBank Colombia;Balance Enquiry;;;STA-200416-011578;Inpatient Discharged;1;114
Banking;Emergency;16/04/2020 12:01;6;16/04/2020 12:01;CitiBank Colombia;Mobile Banking;;;STA-200416-011557;Inpatient Discharged;1;39
Deposit Account;Emergency;16/04/2020 11:57;4;16/04/2020 11:57;CitiBank Colombia;Mobile Banking;;;STA-200416-011493;Inpatient Discharged;1;100
Loans;Elective;16/04/2020 11:56;3;16/04/2020 11:56;CitiBank Colombia;Recurring Deposit;;;STA-200416-011485;Inpatient Discharged;1;35
Investment;Elective;16/04/2020 11:56;5;16/04/2020 11:56;CitiBank Colombia;Recurring Deposit;;;STA-200416-011478;Inpatient Discharged;1;69
Cards;Elective;16/04/2020 11:54;3;16/04/2020 11:54;CitiBank Colombia;Recurring Deposit;;;STA-200416-011458;Inpatient Discharged;1;72
Banking;Elective;16/04/2020 11:54;2;16/04/2020 11:54;CitiBank Colombia;Recurring Deposit;;;STA-200416-011457;Inpatient Discharged;1;134
Deposit Account;Emergency;16/04/2020 11:51;5;16/04/2020 11:51;CitiBank Colombia;Recurring Deposit;;;STA-200416-011415;Inpatient Discharged;1;0
Loans;Emergency;16/04/2020 11:50;3;16/04/2020 11:50;CitiBank Colombia;Recurring Deposit;;;STA-200416-011392;Inpatient Discharged;1;39
Investment;Emergency;16/04/2020 11:33;2;16/04/2020 11:33;CitiBank Colombia;Balance Enquiry;;;STA-200416-011155;Discharged;1;91
Cards;Emergency;16/04/2020 11:32;2;16/04/2020 11:32;CitiBank Colombia;Balance Enquiry;;;STA-200416-011145;Discharged;1;117
Banking;Emergency;16/04/2020 11:31;4;16/04/2020 11:31;CitiBank Colombia;Mobile Banking;;;STA-200416-011133;Inpatient Discharged;1;82
Deposit Account;Emergency;16/04/2020 11:26;4;16/04/2020 11:26;CitiBank Colombia;Mobile Banking;;;STA-200416-011034;Inpatient Discharged;1;105
Loans;Emergency;16/04/2020 11:25;3;16/04/2020 11:25;CitiBank Colombia;Savings Account;;;STA-200416-011011;Inpatient Discharged;1;16
Investment;Emergency;16/04/2020 11:15;2;16/04/2020 11:15;CitiBank Colombia;Savings Account;;;STA-200416-010833;Inpatient Discharged;1;20
Cards;Emergency;16/04/2020 11:07;2;16/04/2020 11:07;CitiBank Colombia;Savings Account;;;STA-200416-010725;Inpatient Discharged;1;52
Banking;Emergency;16/04/2020 10:51;3;16/04/2020 10:51;CitiBank Colombia;Mobile Banking;;;STA-200416-010366;Discharged;1;113
Deposit Account;Emergency;16/04/2020 10:50;3;16/04/2020 10:50;CitiBank Colombia;Mobile Banking;;;STA-200416-010334;Discharged;1;115
Loans;Emergency;16/04/2020 10:43;2;16/04/2020 10:43;CitiBank Colombia;Mobile Banking;;;STA-200416-010198;Inpatient Discharged;1;97
Investment;Emergency;16/04/2020 10:38;2;16/04/2020 10:38;CitiBank Colombia;Mobile Banking;;;STA-200416-010105;Inpatient Discharged;1;131
Cards;Emergency;16/04/2020 10:33;5;16/04/2020 10:33;CitiBank Colombia;Mobile Banking;;;STA-200416-009993;Inpatient Discharged;1;7
Banking;Emergency;16/04/2020 10:32;5;16/04/2020 10:32;CitiBank Colombia;Mobile Banking;;;STA-200416-009987;Inpatient Discharged;1;27
Deposit Account;Emergency;16/04/2020 10:29;4;16/04/2020 10:29;CitiBank Colombia;Mobile Banking;;;STA-200416-009915;Inpatient Discharged;1;44
Loans;Emergency;16/04/2020 10:27;3;16/04/2020 10:27;CitiBank Colombia;Mobile Banking;;;STA-200416-009890;Inpatient Discharged;1;120
Investment;Elective;16/04/2020 10:27;3;16/04/2020 10:27;CitiBank Colombia;Balance Enquiry;;;STA-200416-009884;OBS Discharged;1;23
Cards;Elective;16/04/2020 10:26;2;16/04/2020 10:26;CitiBank Colombia;Balance Enquiry;;;STA-200416-009843;OBS Discharged;1;80
Banking;Elective;16/04/2020 10:26;2;16/04/2020 10:26;CitiBank Colombia;Balance Enquiry;;;STA-200416-009842;OBS Discharged;1;100
Deposit Account;Elective;16/04/2020 10:26;4;16/04/2020 10:26;CitiBank Colombia;Debit Card;;;STA-200416-009840;Inpatient Discharged;1;67
Loans;Elective;16/04/2020 10:21;6;16/04/2020 10:21;CitiBank Colombia;Debit Card;;;STA-200416-009774;Inpatient Discharged;1;69
Investment;Elective;16/04/2020 10:19;2;16/04/2020 10:19;CitiBank Colombia;Debit Card;;;STA-200416-009729;Inpatient Discharged;1;108
Cards;Elective;16/04/2020 10:17;4;16/04/2020 10:17;CitiBank Colombia;Fixed Deposit;;;STA-200416-009673;Inpatient Discharged;1;22
Banking;Elective;16/04/2020 10:13;4;16/04/2020 10:13;CitiBank Colombia;Fixed Deposit;;;STA-200416-009581;Inpatient Discharged;1;69
Deposit Account;Elective;16/04/2020 10:05;2;16/04/2020 10:05;CitiBank Colombia;Fixed Deposit;;;STA-200416-009408;Inpatient Discharged;1;142
Loans;Elective;16/04/2020 9:59;3;16/04/2020 9:59;CitiBank Colombia;Net Banking;;;STA-200416-009295;Inpatient Discharged;1;21
Investment;Elective;16/04/2020 9:52;2;16/04/2020 9:52;CitiBank Colombia;Net Banking;;;STA-200416-009150;Inpatient Discharged;1;91
Cards;Emergency;16/04/2020 9:52;4;16/04/2020 9:52;CitiBank Colombia;Mobile Banking;;;STA-200416-009140;Inpatient Discharged;1;0
Banking;Emergency;16/04/2020 9:45;2;16/04/2020 9:45;CitiBank Colombia;Mobile Banking;;;STA-200416-009018;Inpatient Discharged;1;125
Deposit Account;Elective;16/04/2020 9:44;4;16/04/2020 9:44;CitiBank Colombia;Debit Card;;;STA-200416-008996;Inpatient Discharged;1;29
Loans;Elective;16/04/2020 9:43;6;16/04/2020 9:43;CitiBank Colombia;Debit Card;;;STA-200416-008974;Inpatient Discharged;1;37
Investment;Elective;16/04/2020 9:37;3;16/04/2020 9:37;CitiBank Colombia;Debit Card;;;STA-200416-008821;Inpatient Discharged;1;55
Cards;Elective;16/04/2020 9:15;3;16/04/2020 9:15;CitiBank Colombia;Balance Enquiry;;;STA-200416-008397;OBS Discharged;1;13
Banking;Elective;16/04/2020 9:05;6;16/04/2020 9:05;CitiBank Colombia;Balance Enquiry;;;STA-200416-008222;OBS Discharged;1;15
Deposit Account;Elective;16/04/2020 8:51;2;16/04/2020 8:51;CitiBank Colombia;Balance Enquiry;;;STA-200416-008005;OBS Discharged;1;114
